symbol,market,contract_status,earliest_date,latest_date,total_months_available,total_data_types,available_data_types,trades_range,aggTrades_range,klines_range,bookTicker_range,fundingRate_range,markPriceKlines_range,indexPriceKlines_range,premiumIndexKlines_range
SXPUSDT,futures/um,DELISTED_HISTORICAL,2020-07,2025-12,66,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-07 to 2025-12,2020-07 to 2025-12,2020-07 to 2025-12,2023-05 to 2024-04,2020-07 to 2025-12,2020-07 to 2025-12,2020-07 to 2025-12,2020-07 to 2025-12
SXPUSDTSETTLED,futures/um,SETTLED,2026-06,2026-06,1,1,klines,N/A,N/A,2026-06 to 2026-06,N/A,N/A,N/A,N/A,N/A
SXTUSDT,futures/um,ACTIVE_PERPETUAL,2025-05,2026-08,16,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08,N/A,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08
SYNUSDT,futures/um,ACTIVE_PERPETUAL,2024-08,2026-08,25,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-08 to 2026-08,2024-08 to 2026-08,2024-08 to 2026-08,N/A,2024-08 to 2026-08,2024-08 to 2026-08,2024-08 to 2026-08,2024-08 to 2026-08
SYRUPUSDT,futures/um,ACTIVE_PERPETUAL,2025-05,2026-08,16,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08,N/A,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08
SYSUSDT,futures/um,DELISTED_HISTORICAL,2024-08,2026-05,22,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-08 to 2026-05,2024-08 to 2026-05,2024-08 to 2026-05,N/A,2024-08 to 2026-05,2024-08 to 2026-05,2024-08 to 2026-05,2024-08 to 2026-05
TACUSDT,futures/um,ACTIVE_PERPETUAL,2025-07,2026-08,14,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,N/A,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08
TAGUSDT,futures/um,ACTIVE_PERPETUAL,2025-07,2026-08,14,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,N/A,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08
TAIKOUSDT,futures/um,ACTIVE_PERPETUAL,2025-06,2026-08,15,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08,N/A,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08
TAKEUSDT,futures/um,ACTIVE_PERPETUAL,2025-09,2026-08,12,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,N/A,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08
TANSSIUSDT,futures/um,DELISTED_HISTORICAL,2025-07,2026-01,7,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-01,2025-07 to 2026-01,2025-07 to 2026-01,N/A,2025-07 to 2026-01,2025-07 to 2026-01,2025-07 to 2026-01,2025-07 to 2026-01
TAOUSDT,futures/um,ACTIVE_PERPETUAL,2024-04,2026-08,29,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,N/A,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08
TAUSDT,futures/um,ACTIVE_PERPETUAL,2025-07,2026-08,14,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,N/A,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08
TBTUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
TEMUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
TENCENTUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
TERUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
THETAUSDT,futures/um,ACTIVE_PERPETUAL,2020-05,2026-08,76,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-05 to 2026-08,2020-05 to 2026-08,2020-05 to 2026-08,2023-05 to 2024-04,2020-05 to 2026-08,2020-05 to 2026-08,2020-05 to 2026-08,2020-05 to 2026-08
THEUSDT,futures/um,ACTIVE_PERPETUAL,2024-11,2026-08,22,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08,N/A,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08
TIAUSDC,futures/um,ACTIVE_PERPETUAL,2024-04,2026-08,29,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,N/A,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08
TIAUSDT,futures/um,ACTIVE_PERPETUAL,2023-10,2026-08,35,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-10 to 2026-08,2023-10 to 2026-08,2023-10 to 2026-08,2023-10 to 2024-04,2023-10 to 2026-08,2023-10 to 2026-08,2023-10 to 2026-08,2023-10 to 2026-08
TLMBUSD,futures/um,DELISTED_BUSD,2022-06,2023-04,11,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2022-06 to 2023-04,2022-06 to 2023-04,2022-06 to 2023-04,N/A,2022-06 to 2023-04,2022-06 to 2023-04,2022-06 to 2023-04,2022-06 to 2023-04
TLMUSDT,futures/um,ACTIVE_PERPETUAL,2021-07,2026-08,54,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-07 to 2026-08,2021-07 to 2026-08,2021-07 to 2026-08,2023-05 to 2024-04,2021-07 to 2026-08,2021-07 to 2026-08,2021-07 to 2026-08,2021-07 to 2026-08
TLMUSDTSETTLED,futures/um,SETTLED,2022-04,2022-04,1,4,aggTrades; klines; markPriceKlines; trades,2022-04 to 2022-04,2022-04 to 2022-04,2022-04 to 2022-04,N/A,N/A,2022-04 to 2022-04,N/A,N/A
TMFUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
TNSRUSDT,futures/um,ACTIVE_PERPETUAL,2024-04,2026-08,29,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,N/A,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08
TOKENUSDT,futures/um,DELISTED_HISTORICAL,2023-11,2025-12,26,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-11 to 2025-12,2023-11 to 2025-12,2023-11 to 2025-12,2023-11 to 2024-04,2023-11 to 2025-12,2023-11 to 2025-12,2023-11 to 2025-12,2023-11 to 2025-12
TOMOUSDT,futures/um,DELISTED_HISTORICAL,2020-10,2023-11,38,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-10 to 2023-11,2020-10 to 2023-11,2020-10 to 2023-11,2023-05 to 2023-11,2020-10 to 2023-11,2020-10 to 2023-11,2020-10 to 2023-11,2020-10 to 2023-11
TONUSDT,futures/um,DELISTED_HISTORICAL,2024-03,2026-06,28,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-03 to 2026-06,2024-03 to 2026-06,2024-03 to 2026-06,2024-03 to 2024-04,2024-03 to 2026-06,2024-03 to 2026-06,2024-03 to 2026-06,2024-03 to 2026-06
TOSHIUSDT,futures/um,ACTIVE_PERPETUAL,2025-09,2026-08,12,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,N/A,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08
TOWNSUSDT,futures/um,ACTIVE_PERPETUAL,2025-08,2026-08,13,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,N/A,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08
TQQQUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
TRADOORUSDT,futures/um,ACTIVE_PERPETUAL,2025-09,2026-08,12,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,N/A,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08
TRBUSDT,futures/um,ACTIVE_PERPETUAL,2020-09,2026-08,72,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-09 to 2026-08,2020-09 to 2026-08,2020-09 to 2026-08,2023-05 to 2024-04,2020-09 to 2026-08,2020-09 to 2026-08,2020-09 to 2026-08,2020-09 to 2026-08
TREEUSDT,futures/um,ACTIVE_PERPETUAL,2025-07,2026-08,14,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,N/A,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08
TRIAUSDT,futures/um,ACTIVE_PERPETUAL,2026-02,2026-08,7,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08,N/A,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08
TROYUSDT,futures/um,DELISTED_HISTORICAL,2024-10,2025-04,7,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-10 to 2025-04,2024-10 to 2025-04,2024-10 to 2025-04,N/A,2024-10 to 2025-04,2024-10 to 2025-04,2024-10 to 2025-04,2024-10 to 2025-04
TRUMPUSDC,futures/um,ACTIVE_PERPETUAL,2025-03,2026-08,18,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,N/A,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08
TRUMPUSDT,futures/um,ACTIVE_PERPETUAL,2025-01,2026-08,20,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-01 to 2026-08,2025-01 to 2026-08,2025-01 to 2026-08,N/A,2025-01 to 2026-08,2025-01 to 2026-08,2025-01 to 2026-08,2025-01 to 2026-08
TRUSTUSDT,futures/um,ACTIVE_PERPETUAL,2025-11,2026-08,10,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08,N/A,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08
TRUTHUSDT,futures/um,ACTIVE_PERPETUAL,2025-10,2026-08,11,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,N/A,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08
TRUUSDT,futures/um,DELISTED_HISTORICAL,2023-03,2026-04,38,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-03 to 2026-04,2023-03 to 2026-04,2023-03 to 2026-04,2023-05 to 2024-04,2023-03 to 2026-04,2023-03 to 2026-04,2023-03 to 2026-04,2023-03 to 2026-04
TRXBUSD,futures/um,DELISTED_BUSD,2022-05,2023-08,16,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2022-05 to 2023-08,2022-05 to 2023-08,2022-05 to 2023-08,2023-05 to 2023-08,2022-05 to 2023-08,2022-05 to 2023-08,2022-05 to 2023-08,2022-05 to 2023-08
TRXUSDT,futures/um,ACTIVE_PERPETUAL,2020-01,2026-08,80,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-01 to 2026-08,2020-01 to 2026-08,2020-01 to 2026-08,2023-05 to 2024-04,2020-01 to 2026-08,2020-01 to 2026-08,2020-01 to 2026-08,2020-01 to 2026-08
TSLAUSDT,futures/um,ACTIVE_PERPETUAL,2026-01,2026-08,8,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-01 to 2026-08,2026-01 to 2026-08,2026-01 to 2026-08,N/A,2026-01 to 2026-08,2026-01 to 2026-08,2026-01 to 2026-08,2026-01 to 2026-08
TSMUSDT,futures/um,ACTIVE_PERPETUAL,2026-04,2026-08,5,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,N/A,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08
TSTUSDT,futures/um,ACTIVE_PERPETUAL,2025-02,2026-08,19,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-02 to 2026-08,2025-02 to 2026-08,2025-02 to 2026-08,N/A,2025-02 to 2026-08,2025-02 to 2026-08,2025-02 to 2026-08,2025-02 to 2026-08
TTWOUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
TURBOUSDT,futures/um,ACTIVE_PERPETUAL,2024-05,2026-08,28,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-05 to 2026-08,2024-05 to 2026-08,2024-05 to 2026-08,N/A,2024-05 to 2026-08,2024-05 to 2026-08,2024-05 to 2026-08,2024-05 to 2026-08
TURTLEUSDT,futures/um,ACTIVE_PERPETUAL,2025-10,2026-08,11,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,N/A,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08
TUSDT,futures/um,ACTIVE_PERPETUAL,2023-02,2026-08,43,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08,2023-05 to 2024-04,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08
TUTUSDT,futures/um,ACTIVE_PERPETUAL,2025-03,2026-08,18,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,N/A,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08
TWTUSDT,futures/um,ACTIVE_PERPETUAL,2023-11,2026-08,34,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2024-04,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08
TXNUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
TZAUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
UAIUSDT,futures/um,ACTIVE_PERPETUAL,2025-11,2026-08,10,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08,N/A,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08
UBERUSDT,futures/um,ACTIVE_PERPETUAL,2026-05,2026-08,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,N/A,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08
UBUSDT,futures/um,ACTIVE_PERPETUAL,2025-09,2026-08,12,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,N/A,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08
UMAUSDT,futures/um,ACTIVE_PERPETUAL,2023-05,2026-08,40,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-05 to 2026-08,2023-05 to 2026-08,2023-05 to 2026-08,2023-05 to 2024-04,2023-05 to 2026-08,2023-05 to 2026-08,2023-05 to 2026-08,2023-05 to 2026-08
UNFIUSDT,futures/um,DELISTED_HISTORICAL,2021-02,2024-10,45,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-02 to 2024-10,2021-02 to 2024-10,2021-02 to 2024-10,2023-05 to 2024-04,2021-02 to 2024-10,2021-02 to 2024-10,2021-02 to 2024-10,2021-02 to 2024-10
UNIBUSD,futures/um,DELISTED_BUSD,2022-08,2023-04,9,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2022-08 to 2023-04,2022-08 to 2023-04,2022-08 to 2023-04,N/A,2022-08 to 2023-04,2022-08 to 2023-04,2022-08 to 2023-04,2022-08 to 2023-04
UNITREEUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
UNIUSDC,futures/um,ACTIVE_PERPETUAL,2025-06,2026-08,15,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08,N/A,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08
UNIUSDT,futures/um,ACTIVE_PERPETUAL,2020-09,2026-08,72,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-09 to 2026-08,2020-09 to 2026-08,2020-09 to 2026-08,2023-05 to 2024-04,2020-09 to 2026-08,2020-09 to 2026-08,2020-09 to 2026-08,2020-09 to 2026-08
URNMUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
USARUSDT,futures/um,ACTIVE_PERPETUAL,2026-05,2026-08,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,N/A,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08
USDCUSDT,futures/um,ACTIVE_PERPETUAL,2023-03,2026-08,42,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-03 to 2026-08,2023-03 to 2026-08,2023-03 to 2026-08,2023-05 to 2024-04,2023-03 to 2026-08,2023-03 to 2026-08,2023-03 to 2026-08,2023-03 to 2026-08
USELESSUSDT,futures/um,ACTIVE_PERPETUAL,2025-08,2026-08,13,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,N/A,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08
USTCUSDT,futures/um,ACTIVE_PERPETUAL,2023-11,2026-08,34,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2024-04,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08
USUALUSDT,futures/um,ACTIVE_PERPETUAL,2024-12,2026-08,21,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,N/A,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08
USUSDT,futures/um,ACTIVE_PERPETUAL,2025-12,2026-08,9,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,N/A,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08
UVXYUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
UXLINKUSDT,futures/um,DELISTED_HISTORICAL,2024-09,2025-09,13,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09,N/A,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09
VANAUSDT,futures/um,ACTIVE_PERPETUAL,2024-12,2026-08,21,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,N/A,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08
VANRYUSDT,futures/um,ACTIVE_PERPETUAL,2024-03,2026-08,30,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-03 to 2026-08,2024-03 to 2026-08,2024-03 to 2026-08,2024-03 to 2024-04,2024-03 to 2026-08,2024-03 to 2026-08,2024-03 to 2026-08,2024-03 to 2026-08
VELODROMEUSDT,futures/um,ACTIVE_PERPETUAL,2024-12,2026-08,21,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,N/A,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08
VELVETUSDT,futures/um,ACTIVE_PERPETUAL,2025-07,2026-08,14,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,N/A,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08
